"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","initiator_function","score_progressive_jpeg","jpeg_scan_count",
"172.217.23.206","21","409","515","1000007110.15","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","493","100","-1","-1","31517133","556","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/jsbin/spf.vflset/spf.js","-1","13281","13281","","text/javascript","High","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","13346","1000007110.15","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/jsbin/spf.vflset/spf.js","-1","","GET","-1","-1","","200","-1","br","Google","1071","556","1049","1049","1071","22","556","1071","515","10","11","1","0","19","","","","","38653","","","","",
"172.217.23.206","22","417","526","1000007110.16","","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","","","-1","516","100","-1","-1","31517133","556","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/jsbin/network.vflset/network.js","-1","5268","5268","","text/javascript","High","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","5445","1000007110.16","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/jsbin/network.vflset/network.js","-1","","GET","-1","-1","","200","-1","br","Google","1082","556","1072","1072","1082","10","556","1082","526","11","12","1","0","21","","","","","13999","","","","",
"172.217.23.206","22","447","492","1000007110.18","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","491","100","-1","-1","31517141","556","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/cssbin/www-main-desktop-home-page-skeleton.css","-1","698","698","","text/css","VeryHigh","","Tue, 11 Oct 2022 14:01:00 GMT","-1","-1","parser","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","790","1000007110.18","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/cssbin/www-main-desktop-home-page-skeleton.css","-1","","GET","-1","-1","","200","-1","br","Google","1048","556","1047","1047","1048","1","556","1048","492","12","13","1","0","23","","","","","2848","","","","",
"172.217.23.206","22","423","435","1000007110.19","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","434","100","-1","-1","31517133","556","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/cssbin/www-onepick.css","-1","239","239","","text/css","VeryHigh","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","310","1000007110.19","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/cssbin/www-onepick.css","-1","","GET","-1","-1","","200","-1","br","Google","991","556","990","990","991","1","556","991","435","13","14","1","0","25","","","","","841","","","","",
"172.217.23.214","16","329","128","1000007110.4","","","","-1","211011_YJ_34","573","MEDIUM","","","-1","128","-1","573","-1","","819","443","HTTP/2","-1","3","https://i.ytimg.com/generate_204","819","0","","ssl/i.ytimg.com:443","","High","","","-1","-1","parser","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","199","1000007110.4","","-1","1","517","","-1","https://www.youtube.com/","83","195","/generate_204","656","53834","GET","56","656","","204","163","","","947","819","947","947","947","0","517","947","430","14","15","1","0","1","220","True","0","","","","","","",
"142.250.184.234","22","427","152","1000007110.17","","","private, max-age=86400, stale-while-revalidate=604800","0","211011_YJ_34","666","HIGHEST","","","-1","148","50","667","-1","86400","949","443","HTTP/2","100","3","https://fonts.googleapis.com/css2?family=Roboto:wght@300;400;500;700&family=YouTube+Sans:wght@300..900&display=swap","949","1847","1847","ssl/fonts.googleapis.com:443","text/css","VeryHigh","","Mon, 11 Oct 2021 19:15:19 GMT","-1","-1","parser","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","fonts.googleapis.com","1847","1000007110.17","0","100","1","555","","-1","https://www.youtube.com/","123","199","/css2?family=Roboto:wght@300;400;500;700&family=YouTube+Sans:wght@300..900&display=swap","790","58132","GET","111","790","","200","159","gzip","","1101","949","1097","1097","1101","4","555","1101","545","15","16","1","0","1","256","True","0","","22695","","","","",
"172.217.23.237","22","645","163","2E6BDC5129AAD4665EEB1BD47391C3F8","","","no-cache, no-store, max-age=0, must-revalidate","100","211011_YJ_34","-1","HIGHEST","","","-1","163","-1","-1","-1","","1173","","HTTP/2","100","3","https://accounts.google.com/ServiceLogin?service=youtube&uilel=3&passive=true&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Den%26next%3D%252Fsignin_passive%26feature%3Dpassive&hl=en","-1","0","0","","text/html","VeryHigh","","Mon, 01 Jan 1990 00:00:00 GMT","-1","-1","parser","A5D454CFE9BCADCC4DD450FB875B99C6","accounts.google.com","0","2E6BDC5129AAD4665EEB1BD47391C3F8","0","100","1","-1","","-1","https://www.youtube.com/","-1","76","/ServiceLogin?service=youtube&uilel=3&passive=true&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Den%26next%3D%252Fsignin_passive%26feature%3Dpassive&hl=en","-1","","GET","-1","-1","","200","-1","gzip","Google","1336","1173","1336","1336","1336","0","1173","1336","163","16","17","1","0","3","256","True","0","","","","","","",
"172.217.23.195","22","486","133","1000007110.42","","","public, max-age=31536000","100","211011_YJ_34","1175","HIGHEST","","","-1","53","100","1099","-1","30956807","1225","443","HTTP/2","-1","3","https://fonts.gstatic.com/s/roboto/v29/KFOmCnqEu92Fr1Mu4mxK.woff2","1225","15688","","pm/ssl/fonts.gstatic.com:443","font/woff2","VeryHigh","","Wed, 05 Oct 2022 02:22:07 GMT","-1","-1","parser","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","fonts.gstatic.com","16344","1000007110.42","","100","1","1175","","-1","https://www.youtube.com/","67","209","/s/roboto/v29/KFOmCnqEu92Fr1Mu4mxK.woff2","1166","60316","GET","0","1166","","200","59","","Google","1358","1225","1278","1278","1358","80","1099","1358","259","17","18","1","0","1","256","True","0","","15688","","","","",
"172.217.23.206","29","448","578","1000007110.95","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","573","100","-1","-1","31517132","1750","","HTTP/2","100","3","https://www.youtube.com/s/desktop/43d596fa/cssbin/www-main-desktop-watch-page-skeleton.css","-1","929","929","","text/css","VeryHigh","","Tue, 11 Oct 2022 14:00:52 GMT","-1","-1","parser","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","998","1000007110.95","0","100","1","-1","","-1","https://www.youtube.com/","-1","114","/s/desktop/43d596fa/cssbin/www-main-desktop-watch-page-skeleton.css","-1","","GET","-1","-1","","200","-1","br","Google","2328","1750","2323","2323","2328","5","1750","2328","578","18","19","1","0","27","","","","","4910","","","","",
"172.217.23.195","20024","490","60","1000007110.49","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","33","100","-1","-1","31099975","4259","","HTTP/2","-1","3","https://fonts.gstatic.com/s/roboto/v29/KFOlCnqEu92Fr1MmEU9fBBc4.woff2","-1","15920","","","font/woff2","VeryHigh","93","Thu, 06 Oct 2022 18:08:18 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","fonts.gstatic.com","16038","1000007110.49","","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","209","/s/roboto/v29/KFOlCnqEu92Fr1MmEU9fBBc4.woff2","-1","","GET","-1","-1","","200","-1","","Google","4319","4259","4292","4292","4319","27","4259","4319","60","19","20","1","0","3","256","True","0","","15920","","f.refreshGridLayout","","",
"172.217.23.195","19888","493","53","1000007110.48","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","33","100","-1","-1","30955520","4340","","HTTP/2","-1","3","https://fonts.gstatic.com/s/roboto/v29/KFOlCnqEu92Fr1MmEU9fChc4EsA.woff2","-1","11768","","","font/woff2","VeryHigh","98","Wed, 05 Oct 2022 02:00:43 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","fonts.gstatic.com","11886","1000007110.48","","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","209","/s/roboto/v29/KFOlCnqEu92Fr1MmEU9fChc4EsA.woff2","-1","","GET","-1","-1","","200","-1","","Google","4393","4340","4373","4373","4393","20","4340","4393","53","20","21","1","0","5","256","True","0","","11768","","f.updateChipBarWidthAndTop","","",
"172.217.23.206","3415","609","83","1000007110.96","","","","100","211011_YJ_34","-1","MEDIUM","","","-1","78","0","-1","-1","0","4390","","HTTP/2","100","3","https://www.youtube.com/youtubei/v1/guide?key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8","-1","3032","3032","","application/json","High","177","","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","3144","1000007110.96","0","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","114","/youtubei/v1/guide?key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8","-1","","POST","-1","-1","","200","-1","br","Google","4473","4390","4468","4468","4473","5","4390","4473","83","21","22","1","0","29","","","","","25781","","os.fetch","","",
"172.217.23.206","3415","514","77","1000007110.98","","","no-cache, no-store, max-age=0, must-revalidate","100","211011_YJ_34","-1","MEDIUM","","","-1","76","-1","-1","-1","","4397","","HTTP/2","100","3","https://www.youtube.com/getDatasyncIdsEndpoint","-1","285","285","","application/json","High","177","Mon, 01 Jan 1990 00:00:00 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","285","1000007110.98","0","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","114","/getDatasyncIdsEndpoint","-1","","GET","-1","-1","","200","-1","br","Google","4474","4397","4473","4473","4474","1","4397","4474","77","22","23","1","0","31","","","","","38","","os.fetch","","",
"","","0","65","99999.99999.1","","","private, max-age=31536000","-1","211011_YJ_34","414","LOWEST","","","-1","65","-1","4449","-1","","4547","","HTTP/2","-1","3","https://www.youtube.com/opensearch?locale=en_US","4547","266","","pm/ssl/www.youtube.com:443","application/opensearchdescription+xml","","","Mon, 11 Oct 2021 19:15:23 GMT","-1","-1","","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","266","99999.99999.1","","-1","1","364","","-1","","33","257","/opensearch?locale=en_US","4482","","","50","4482","","200","65","br","","4612","4547","4612","4612","4612","0","364","4612","213","23","24","1","0","1","147","True","0","","","","","","",
"172.217.23.195","19876","550","53","1000007110.66","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","34","100","-1","-1","30955386","4755","","HTTP/2","-1","3","https://fonts.gstatic.com/s/youtubesans/v8/Qw3hZQNGEDjaO2m6tqIqX5E-AVS5_rSejo46_PCTRspJ0OosolrBEJL3HMXfxQASluL2m_dAB1awBpSD.woff2","-1","10804","","","font/woff2","VeryHigh","134","Wed, 05 Oct 2022 01:58:29 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","fonts.gstatic.com","10922","1000007110.66","","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","209","/s/youtubesans/v8/Qw3hZQNGEDjaO2m6tqIqX5E-AVS5_rSejo46_PCTRspJ0OosolrBEJL3HMXfxQASluL2m_dAB1awBpSD.woff2","-1","","GET","-1","-1","","200","-1","","Google","4808","4755","4789","4789","4808","19","4755","4808","53","24","25","1","0","7","256","True","0","","10804","","w3.setContainerWidthDiff","","",
"172.217.23.195","19876","489","69","1000007110.41","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","49","100","-1","-1","31410775","4759","","HTTP/2","-1","3","https://fonts.gstatic.com/s/roboto/v29/KFOmCnqEu92Fr1Mu7GxKOzY.woff2","-1","11860","","","font/woff2","VeryHigh","134","Mon, 10 Oct 2022 08:28:18 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","fonts.gstatic.com","11977","1000007110.41","","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","209","/s/roboto/v29/KFOmCnqEu92Fr1Mu7GxKOzY.woff2","-1","","GET","-1","-1","","200","-1","","Google","4828","4759","4808","4808","4828","20","4759","4828","69","25","26","1","0","9","256","True","7","","11860","","w3.setContainerWidthDiff","","",
"172.217.23.195","19876","490","106","1000007110.56","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","69","100","-1","-1","30956459","4767","","HTTP/2","-1","3","https://fonts.gstatic.com/s/roboto/v29/KFOlCnqEu92Fr1MmWUlfBBc4.woff2","-1","15828","","","font/woff2","VeryHigh","134","Wed, 05 Oct 2022 02:16:22 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","fonts.gstatic.com","15946","1000007110.56","","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","209","/s/roboto/v29/KFOlCnqEu92Fr1MmWUlfBBc4.woff2","-1","","GET","-1","-1","","200","-1","","Google","4873","4767","4836","4836","4873","37","4767","4873","106","26","27","1","0","11","256","True","9","","15828","","w3.setContainerWidthDiff","","",
"172.217.23.214","","472","112","1000007110.99","0","","public, max-age=7200","100","211011_YJ_34","-1","LOWEST","19722","","-1","48","50","-1","100","7191","4781","","HTTP/2","-1","3","https://i.ytimg.com/vi/TAOM449H6Y8/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmKARVe3c82tet3dfRURDJZ-uCxA","-1","19722","","","image/webp","Low","","Mon, 11 Oct 2021 21:15:14 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","20112","1000007110.99","","100","1","-1","","-1","","-1","195","/vi/TAOM449H6Y8/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmKARVe3c82tet3dfRURDJZ-uCxA","-1","","GET","-1","-1","","200","-1","","Google","4893","4781","4829","4829","4893","64","4781","4893","112","27","28","1","0","3","147","True","0","","19722","","","","",
"172.217.23.214","","468","321","1000007110.101","0","","public, max-age=7200","100","211011_YJ_34","-1","MEDIUM","28574","","-1","237","50","-1","100","7185","4781","","HTTP/2","-1","3","https://i.ytimg.com/vi/3SFkNyUCUew/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAp2hQSCCCliFeATnQCgpuana56DQ","-1","28574","","","image/webp","Low","","Mon, 11 Oct 2021 21:15:08 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","28679","1000007110.101","","100","1","-1","","-1","","-1","195","/vi/3SFkNyUCUew/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAp2hQSCCCliFeATnQCgpuana56DQ","-1","","GET","-1","-1","","200","-1","","Google","5102","4781","5018","5018","5102","84","4781","5102","321","28","29","1","0","5","147","True","3","","28574","","","","",
"172.217.23.214","","468","237","1000007110.103","0","","public, max-age=7200","100","211011_YJ_34","-1","MEDIUM","56524","","-1","112","50","-1","100","7191","4781","","HTTP/2","-1","3","https://i.ytimg.com/vi/mqtbaGcR7-g/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCEjqTHS8BNv8ttTCtmjFYd1UD51g","-1","56524","","","image/webp","Low","","Mon, 11 Oct 2021 21:15:14 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","i.ytimg.com","56717","1000007110.103","","100","1","-1","","-1","","-1","195","/vi/mqtbaGcR7-g/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCEjqTHS8BNv8ttTCtmjFYd1UD51g","-1","","GET","-1","-1","","200","-1","","Google","5018","4781","4893","4893","5018","125","4781","5018","237","29","30","1","0","7","147","True","5","","56524","","","","",
"172.217.23.195","10181","550","75","1000007110.71","","","public, max-age=31536000","100","211011_YJ_34","-1","HIGHEST","","","-1","46","100","-1","-1","31422389","4905","","HTTP/2","-1","3","https://fonts.gstatic.com/s/youtubesans/v8/Qw3hZQNGEDjaO2m6tqIqX5E-AVS5_rSejo46_PCTRspJ0OosolrBEJL3HMXfxQASluL2m_dANVawBpSD.woff2","-1","10788","","","font/woff2","VeryHigh","41","Mon, 10 Oct 2022 11:41:52 GMT","-1","-1","script","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","fonts.gstatic.com","10905","1000007110.71","","100","1","-1","","-1","https://www.youtube.com/s/desktop/43d596fa/jsbin/desktop_polymer.vflset/desktop_polymer.js","-1","209","/s/youtubesans/v8/Qw3hZQNGEDjaO2m6tqIqX5E-AVS5_rSejo46_PCTRspJ0OosolrBEJL3HMXfxQASluL2m_dANVawBpSD.woff2","-1","","GET","-1","-1","","200","-1","","Google","4980","4905","4951","4951","4980","29","4905","4980","75","30","31","1","0","13","256","True","0","","10788","","refit","","",
"172.217.23.206","","466","142","1000007110.106","0","","public, max-age=31536000","100","211011_YJ_34","-1","MEDIUM","1555","","-1","139","100","-1","100","31517131","4963","","HTTP/2","-1","3","https://www.youtube.com/s/desktop/43d596fa/img/favicon_32x32.png","-1","1555","","","image/png","High","","Tue, 11 Oct 2022 14:00:54 GMT","-1","-1","other","A0C0B6EDAB9ACCD7EA2AC9F96DDA704B","www.youtube.com","1653","1000007110.106","","100","1","-1","","-1","","-1","114","/s/desktop/43d596fa/img/favicon_32x32.png","-1","","GET","-1","-1","","200","-1","","Google","5105","4963","5102","5102","5105","3","4963","5105","142","31","32","1","0","33","","","","","1555","","","","",
