"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","objectSizeUncompressed","final_base_page","http2_stream_dependency","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","initiator_function","score_progressive_jpeg","jpeg_scan_count",
"101.33.10.29","1777","357","73","1000014125.33","","","max-age=60","0","211011_KV_36","-1","LOW","","","-1","53","0","-1","-1","60","1744","","HTTP/2","100","3","https://mat1.gtimg.com/qqcdn/qqindex2021/dist/qqcom/beacon.min.js","-1","20003","20003","","application/javascript","Medium","","Mon, 11 Oct 2021 19:22:35 GMT","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","mat1.gtimg.com","20377","1000014125.33","0","100","1","-1","","-1","https://www.qq.com/","-1","175","/qqcdn/qqindex2021/dist/qqcom/beacon.min.js","-1","","GET","-1","-1","","200","-1","gzip","","1817","1744","1797","1797","1817","20","1744","1817","73","10","11","1","0","5","183","True","98037","","3","","6","8","","","",
"101.33.10.29","1778","353","250","1000014125.34","","","max-age=60","0","211011_KV_36","-1","LOW","","","-1","250","0","-1","-1","60","1744","","HTTP/2","100","3","https://mat1.gtimg.com/pingjs/ext2020/configF2017/5d09e4c5.js","-1","459","459","","application/javascript","Medium","","Mon, 11 Oct 2021 19:22:35 GMT","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","mat1.gtimg.com","850","1000014125.34","0","100","1","-1","","-1","https://www.qq.com/","-1","175","/pingjs/ext2020/configF2017/5d09e4c5.js","-1","","GET","-1","-1","","200","-1","gzip","","1994","1744","1994","1994","1994","0","1744","1994","250","11","12","1","0","7","183","True","826","","5","","1","","","","",
"101.33.10.29","1779","353","525","1000014125.35","","","max-age=60","0","211011_KV_36","-1","LOW","","","-1","525","0","-1","-1","60","1744","","HTTP/2","100","3","https://mat1.gtimg.com/pingjs/ext2020/configF2017/5e857945.js","-1","261","261","","application/javascript","Medium","","Mon, 11 Oct 2021 19:22:35 GMT","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","mat1.gtimg.com","652","1000014125.35","0","100","1","-1","","-1","https://www.qq.com/","-1","175","/pingjs/ext2020/configF2017/5e857945.js","-1","","GET","-1","-1","","200","-1","gzip","","2269","1744","2269","2269","2269","0","1744","2269","525","12","13","1","0","9","183","True","441","","7","","0","","","","",
"101.33.10.29","1780","355","87","1000014125.36","","","max-age=86400","0","211011_KV_36","-1","LOW","","","-1","84","50","-1","-1","86400","1744","","HTTP/2","100","3","https://mat1.gtimg.com/pingjs/ext2020/dc2017/publicjs/m/ping.js","-1","6222","6222","","application/javascript","Medium","","Tue, 12 Oct 2021 19:21:35 GMT","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","mat1.gtimg.com","6579","1000014125.36","0","100","1","-1","","-1","https://www.qq.com/","-1","175","/pingjs/ext2020/dc2017/publicjs/m/ping.js","-1","","GET","-1","-1","","200","-1","gzip","","1831","1744","1828","1828","1831","3","1744","1831","87","13","14","1","0","11","183","True","23412","","9","","1","0","","","",
"101.33.10.29","1782","355","431","1000014125.37","","","max-age=60","0","211011_KV_36","-1","LOW","","","-1","266","0","-1","-1","60","1744","","HTTP/2","100","3","https://mat1.gtimg.com/qqcdn/qqindex2021/dist/js/qq_0ca887fa.js","-1","49724","49724","","application/javascript","Medium","","Mon, 11 Oct 2021 19:22:35 GMT","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","mat1.gtimg.com","50180","1000014125.37","0","100","1","-1","","-1","https://www.qq.com/","-1","175","/qqcdn/qqindex2021/dist/js/qq_0ca887fa.js","-1","","GET","-1","-1","","200","-1","gzip","","2175","1744","2010","2010","2175","165","1744","2175","431","14","15","1","0","13","183","True","167923","","11","","135","3","","","",
"92.122.223.25","572","385","445","1000014125.13","0","","max-age=2570149","100","211011_KV_36","-1","MEDIUM","60638","","-1","362","100","-1","100","2570149","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_ls/0/14061055997_640330/0","-1","60638","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","61048","1000014125.13","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_ls/0/14061055997_640330/0","-1","","GET","-1","-1","","200","-1","","Akamai","2268","1823","2185","2185","2268","83","1823","2268","445","15","16","1","0","25","","","60638","","","","","","","","",
"92.122.223.25","834","384","489","1000014125.19","0","","max-age=1083671","100","211011_KV_36","-1","MEDIUM","14710","","-1","489","100","-1","100","1083671","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0924161806872_188/0","-1","14710","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","15012","1000014125.19","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0924161806872_188/0","-1","","GET","-1","-1","","200","-1","","Akamai","2312","1823","2312","2312","2312","0","1823","2312","489","16","17","1","0","33","","","14710","","","","","","","","",
"92.122.223.25","842","385","332","1000014125.20","0","","max-age=1322838","100","211011_KV_36","-1","MEDIUM","49158","","-1","232","100","-1","100","1322838","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0927104424285_8283/0","-1","49158","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","49541","1000014125.20","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0927104424285_8283/0","-1","","GET","-1","-1","","200","-1","","Akamai","2155","1823","2055","2055","2155","100","1823","2155","332","17","18","1","0","23","","","49158","","","","","","","","",
"92.122.223.25","1041","388","466","1000014125.22","0","","max-age=2577245","100","211011_KV_36","-1","MEDIUM","11570","","-1","465","100","-1","100","2577245","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/202110163396513251677/0","-1","11570","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","11870","1000014125.22","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/202110163396513251677/0","-1","","GET","-1","-1","","200","-1","","Akamai","2289","1823","2288","2288","2289","1","1823","2289","466","18","19","1","0","31","","","11570","","","","","","","","",
"92.122.223.25","1704","430","170","1000014125.65","0","","max-age=1081333","100","211011_KV_36","-1","MEDIUM","1156","","-1","170","100","-1","100","1081333","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/092318271974_3018/0","-1","1156","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","1428","1000014125.65","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/092318271974_3018/0","-1","","GET","-1","-1","","200","-1","","Akamai","1993","1823","1993","1993","1993","0","1823","1993","170","19","20","1","0","19","","","1156","","","","","","","","",
"92.122.223.25","1704","431","170","1000014125.66","0","","max-age=1081620","100","211011_KV_36","-1","MEDIUM","10446","","-1","169","100","-1","100","1081620","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923182253630_9896/0","-1","10446","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","10739","1000014125.66","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923182253630_9896/0","-1","","GET","-1","-1","","200","-1","","Akamai","1993","1823","1992","1992","1993","1","1823","1993","170","20","21","1","0","17","","","10446","","","","","","","","",
"92.122.223.25","1704","431","172","1000014125.67","0","","max-age=1081317","100","211011_KV_36","-1","MEDIUM","148","","-1","172","100","-1","100","1081317","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923182802658_6258/0","-1","148","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","421","1000014125.67","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923182802658_6258/0","-1","","GET","-1","-1","","200","-1","","Akamai","1995","1823","1995","1995","1995","0","1823","1995","172","21","22","1","0","21","","","148","","","","","","","","",
"92.122.223.25","1704","431","141","1000014125.68","0","","max-age=1081220","100","211011_KV_36","-1","MEDIUM","2624","","-1","141","100","-1","100","1081220","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923182848897_2067/0","-1","2624","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","2896","1000014125.68","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923182848897_2067/0","-1","","GET","-1","-1","","200","-1","","Akamai","1964","1823","1964","1964","1964","0","1823","1964","141","22","23","1","0","15","","","2624","","","","","","","","",
"92.122.223.25","1704","431","466","1000014125.70","0","","max-age=1081793","100","211011_KV_36","-1","MEDIUM","186","","-1","465","100","-1","100","1081793","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923182155361_2058/0","-1","186","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","459","1000014125.70","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923182155361_2058/0","-1","","GET","-1","-1","","200","-1","","Akamai","2289","1823","2288","2288","2289","1","1823","2289","466","23","24","1","0","29","","","186","","","","","","","","",
"92.122.223.25","1704","431","445","1000014125.71","0","","max-age=1081445","100","211011_KV_36","-1","MEDIUM","120","","-1","420","100","-1","100","1081445","1823","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923182622436_6897/0","-1","120","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","390","1000014125.71","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923182622436_6897/0","-1","","GET","-1","-1","","200","-1","","Akamai","2268","1823","2243","2243","2268","25","1823","2268","445","24","25","1","0","27","","","120","","","","","","","","",
"92.122.223.25","606","385","208","1000014125.14","0","","max-age=2567988","100","211011_KV_36","-1","LOWEST","30528","","-1","181","100","-1","100","2567988","2155","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_ls/0/14060913936_640330/0","-1","30528","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","30866","1000014125.14","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_ls/0/14060913936_640330/0","-1","","GET","-1","-1","","200","-1","","Akamai","2363","2155","2336","2336","2363","27","2155","2363","208","25","26","1","0","35","","","30528","","","","","","","","",
"92.122.223.25","707","385","169","1000014125.16","0","","max-age=2546456","100","211011_KV_36","-1","LOWEST","25044","","-1","144","100","-1","100","2546456","2272","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_ls/0/14059472746_640330/0","-1","25044","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","25374","1000014125.16","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_ls/0/14059472746_640330/0","-1","","GET","-1","-1","","200","-1","","Akamai","2441","2272","2416","2416","2441","25","2272","2441","169","26","27","1","0","39","","","25044","","","","","","","","",
"92.122.223.25","686","385","123","1000014125.15","0","","max-age=2560684","100","211011_KV_36","-1","LOWEST","18182","","-1","113","100","-1","100","2560684","2272","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_ls/0/14060126818_640330/0","-1","18182","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","18494","1000014125.15","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_ls/0/14060126818_640330/0","-1","","GET","-1","-1","","200","-1","","Akamai","2395","2272","2385","2385","2395","10","2272","2395","123","27","28","1","0","37","","","18182","","","","","","","","",
"92.122.223.25","742","385","179","1000014125.17","0","","max-age=1824308","100","211011_KV_36","-1","LOWEST","18918","","-1","169","100","-1","100","1824308","2291","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_ls/0/12013918816_640330/0","-1","18918","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","19228","1000014125.17","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_ls/0/12013918816_640330/0","-1","","GET","-1","-1","","200","-1","","Akamai","2470","2291","2460","2460","2470","10","2291","2470","179","28","29","1","0","41","","","18918","","","","","","","","",
"92.122.223.25","764","385","237","1000014125.18","0","","max-age=1824365","100","211011_KV_36","-1","LOWEST","31666","","-1","203","100","-1","100","1824365","2291","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_ls/0/12016212561_640330/0","-1","31666","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","32012","1000014125.18","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_ls/0/12016212561_640330/0","-1","","GET","-1","-1","","200","-1","","Akamai","2528","2291","2494","2494","2528","34","2291","2528","237","29","30","1","0","43","","","31666","","","","","","","","",
"92.122.223.25","891","385","251","1000014125.21","0","","max-age=2278243","100","211011_KV_36","-1","LOWEST","18634","","-1","234","100","-1","100","2278243","2314","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_ls/0/14049594881_640330/0","-1","18634","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","18944","1000014125.21","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_ls/0/14049594881_640330/0","-1","","GET","-1","-1","","200","-1","","Akamai","2565","2314","2548","2548","2565","17","2314","2565","251","30","31","1","0","45","","","18634","","","","","","","","",
"92.122.223.25","1079","388","207","1000014125.23","0","","max-age=2522795","100","211011_KV_36","-1","LOWEST","3436","","-1","206","100","-1","100","2522795","2365","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/202110163391021679246/0","-1","3436","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","3717","1000014125.23","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/202110163391021679246/0","-1","","GET","-1","-1","","200","-1","","Akamai","2572","2365","2571","2571","2572","1","2365","2572","207","31","32","1","0","47","","","3436","","","","","","","","",
"92.122.223.25","1089","388","183","1000014125.24","0","","max-age=2522788","100","211011_KV_36","-1","LOWEST","4336","","-1","183","100","-1","100","2522788","2396","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/202110163390914541086/0","-1","4336","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","4617","1000014125.24","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/202110163390914541086/0","-1","","GET","-1","-1","","200","-1","","Akamai","2579","2396","2579","2579","2579","0","2396","2579","183","32","33","1","0","49","","","4336","","","","","","","","",
"92.122.223.25","1683","385","151","1000014125.25","0","","max-age=1004569","100","211011_KV_36","-1","LOWEST","7646","","-1","150","100","-1","100","1004569","2442","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923160330827_8387/0","-1","7646","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","7936","1000014125.25","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923160330827_8387/0","-1","","GET","-1","-1","","200","-1","","Akamai","2593","2442","2592","2592","2593","1","2442","2593","151","33","34","1","0","51","","","7646","","","","","","","","",
"92.122.223.25","1686","385","124","1000014125.26","0","","max-age=1004641","100","211011_KV_36","-1","LOWEST","994","","-1","123","100","-1","100","1004641","2471","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923160410686_7902/0","-1","994","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","1266","1000014125.26","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923160410686_7902/0","-1","","GET","-1","-1","","200","-1","","Akamai","2595","2471","2594","2594","2595","1","2471","2595","124","34","35","1","0","53","","","994","","","","","","","","",
"92.122.223.25","1691","385","69","1000014125.27","0","","max-age=1004652","100","211011_KV_36","-1","LOWEST","1841","","-1","69","100","-1","100","1004652","2530","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923160427468_4512/0","-1","1841","","","image/gif","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","2114","1000014125.27","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923160427468_4512/0","-1","","GET","-1","-1","","200","-1","","Akamai","2599","2530","2599","2599","2599","0","2530","2599","69","35","36","1","0","55","","","1841","","","","","","","","",
"92.122.223.16","1776","343","140","1000014125.32","","","max-age=2226","100","211011_KV_36","2258","LOW","","","-1","67","0","2258","-1","2226","2561","443","HTTP/2","100","3","https://vm.gtimg.cn/tencentvideo/txp/js/txplayer.js","2560","32332","32332","ssl/vm.gtimg.cn:443","application/javascript","Medium","","Mon, 11 Oct 2021 19:58:42 GMT","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","vm.gtimg.cn","32604","1000014125.32","0","100","1","1742","","-1","https://www.qq.com/","106","298","/tencentvideo/txp/js/txplayer.js","2364","46114","GET","516","2364","","200","196","gzip","Akamai","2701","2561","2628","2628","2701","73","1742","2701","958","36","37","1","0","1","183","True","100971","","0","","12","","","","",
"92.122.223.25","1695","385","87","1000014125.28","0","","max-age=1004468","100","211011_KV_36","-1","LOWEST","3026","","-1","86","100","-1","100","1004468","2566","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923160441309_8267/0","-1","3026","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","3298","1000014125.28","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923160441309_8267/0","-1","","GET","-1","-1","","200","-1","","Akamai","2653","2566","2652","2652","2653","1","2566","2653","87","37","38","1","0","57","","","3026","","","","","","","","",
"92.122.223.25","1698","385","86","1000014125.29","0","","max-age=1004465","100","211011_KV_36","-1","LOWEST","1048","","-1","86","100","-1","100","1004465","2574","","HTTP/2","-1","3","https://inews.gtimg.com/newsapp_bt/0/0923160507619_4319/0","-1","1048","","","image/webp","Low","","","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","inews.gtimg.com","1320","1000014125.29","","100","1","-1","","-1","https://www.qq.com/","-1","118","/newsapp_bt/0/0923160507619_4319/0","-1","","GET","-1","-1","","200","-1","","Akamai","2660","2574","2660","2660","2660","0","2574","2660","86","38","39","1","0","59","","","1048","","","","","","","","",
"129.226.102.190","1775","330","363","1000014125.31","","","max-age=604800","0","211011_KV_36","2442","MEDIUM","","","-1","363","100","2442","-1","604800","3144","443","http/1.1","100","3","https://joke.qq.com/lucky/jquery.qqscroll.js","3143","1792","1792","ssl/joke.qq.com:443","application/javascript","Medium","","Mon, 18 Oct 2021 19:21:37 GMT","-1","-1","parser","F35487A892CF342F218A9EAF874D625C","joke.qq.com","1792","1000014125.31","0","100","1","1742","","-1","https://www.qq.com/","345","327","/lucky/jquery.qqscroll.js","2787","60290","GET","700","2787","","200","356","gzip","","3507","3144","3507","3507","3507","0","1742","3507","1764","39","40","1","0","","","","7842","","","","0","","","","",
