"ip_addr","initiator_line","bytesOut","load_ms","final_base_page","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","objectSizeUncompressed","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","is_base_page","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","cpu.EvaluateScript","cpu.FunctionCall","initiator_function",
"110.242.69.147","71","391","246","","1000017398.14","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","3145","","-1","245","100","2414","100","2592000","3145","2632","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/topnav/baike@2x-1fe3db7fa6.png","-1","3145","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","3450","1000017398.14","","100","0","-1","","-1","http://www.baidu.com/","217","230","/static/superman/img/topnav/baike@2x-1fe3db7fa6.png","-1","53234","GET","-1","2631","","200","-1","","","","2878","2632","2877","2877","2878","1","2414","2878","463","10","11","1","0","","","",
"110.242.69.147","71","392","244","","1000017398.15","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","2123","","-1","243","100","2414","100","2592000","2123","2639","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/topnav/tupian@2x-482fc011fc.png","-1","2123","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","2428","1000017398.15","","100","0","-1","","-1","http://www.baidu.com/","225","227","/static/superman/img/topnav/tupian@2x-482fc011fc.png","-1","53228","GET","-1","2639","","200","-1","","","","2883","2639","2882","2882","2883","1","2414","2883","469","11","12","1","0","","","",
"110.242.69.147","71","394","251","","1000017398.16","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","4899","","-1","249","100","2414","100","2592000","4899","2641","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/topnav/yingxiao@2x-9ce96df36f.png","-1","4899","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","5205","1000017398.16","","100","0","-1","","-1","http://www.baidu.com/","227","229","/static/superman/img/topnav/yingxiao@2x-9ce96df36f.png","-1","53232","GET","-1","2641","","200","-1","","","","2892","2641","2890","2890","2892","2","2414","2892","478","12","13","1","0","","","",
"103.235.47.69","223","354","366","","1000017398.47","","","max-age=315360000","0","211011_ZY_37","2350","LOW","","","-1","350","100","2350","-1","285856496","41984","2687","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/bundles/polyfill_9354efa.js","-1","13522","13522","s1.bdstatic.com:80","application/javascript","Medium","","Sat, 02 Nov 2030 07:58:38 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","14014","1000017398.47","0","100","0","1815","","-1","http://www.baidu.com/","337","219","/r/www/cache/static/bundles/polyfill_9354efa.js","-1","48376","GET","535","2687","","200","-1","gzip","","","3053","2687","3037","3037","3053","16","1815","3053","1238","13","14","1","0","9","","",
"103.235.47.69","223","364","1405","","1000017398.48","","","max-age=315360000","0","211011_ZY_37","-1","MEDIUM","","","-1","395","100","2350","-1","315152893","364932","2705","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/global/js/all_async_search_d37420a.js","-1","109902","109902","s1.bdstatic.com:80","application/javascript","Medium","","Tue, 07 Oct 2031 09:51:55 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","109902","1000017398.48","0","100","0","-1","","-1","http://www.baidu.com/","355","218","/r/www/cache/static/global/js/all_async_search_d37420a.js","-1","48374","GET","-1","2705","","200","-1","gzip","","","4110","2705","3100","3100","4110","1010","2350","4110","1760","14","15","1","0","39","16","",
"110.242.69.147","71","391","226","","1000017398.17","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","2920","","-1","226","100","-1","100","2592000","2920","2855","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/topnav/wenku@2x-f3aba893c1.png","-1","2920","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","3225","1000017398.17","","100","0","-1","","-1","http://www.baidu.com/","-1","231","/static/superman/img/topnav/wenku@2x-f3aba893c1.png","-1","53236","GET","-1","-1","","200","-1","","","","3081","2855","3081","3081","3081","0","2855","3081","226","15","16","1","0","","","",
"110.242.69.147","219","345","310","","1000017398.45","","","max-age=2592000","0","211011_ZY_37","-1","LOW","","","-1","305","100","-1","-1","2592000","16420","2869","80","http/1.1","100","3","http://ss.bdimg.com/static/superman/js/lib/esl-d776bfb1aa.js","-1","5989","5989","ss.bdimg.com:80","application/x-javascript","Medium","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","5989","1000017398.45","0","100","0","-1","","-1","http://www.baidu.com/","-1","228","/static/superman/js/lib/esl-d776bfb1aa.js","-1","53230","GET","-1","-1","","200","-1","gzip","","","3179","2869","3174","3174","3179","5","2869","3179","310","16","17","1","0","1","58","",
"110.242.69.147","258","343","664","","1000017398.49","","","max-age=2592000","0","211011_ZY_37","-1","LOW","","","-1","307","100","-1","-1","2592000","53952","2879","80","http/1.1","100","3","http://ss.bdimg.com/static/superman/js/sbase-47057af807.js","-1","18342","18342","ss.bdimg.com:80","application/x-javascript","Medium","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","18342","1000017398.49","0","100","0","-1","","-1","http://www.baidu.com/","-1","230","/static/superman/js/sbase-47057af807.js","-1","53234","GET","-1","-1","","200","-1","gzip","","","3543","2879","3186","3186","3543","357","2879","3543","664","17","18","1","0","6","5","",
"110.242.69.147","286","351","321","","1000017398.50","","","max-age=2592000","0","211011_ZY_37","-1","LOW","","","-1","320","100","-1","-1","2592000","652","2884","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/js/s_super_index-2ee596efbb.js","-1","652","","ss.bdimg.com:80","application/x-javascript","Medium","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","971","1000017398.50","","100","0","-1","","-1","http://www.baidu.com/","-1","227","/static/superman/js/s_super_index-2ee596efbb.js","-1","53228","GET","-1","-1","","200","-1","","","","3205","2884","3204","3204","3205","1","2884","3205","321","18","19","1","0","0","0","",
"110.242.69.147","287","347","764","","1000017398.51","","","max-age=2592000","0","211011_ZY_37","-1","LOW","","","-1","351","100","-1","-1","2592000","61987","2892","80","http/1.1","100","3","http://ss.bdimg.com/static/superman/js/min_super-1e10713ec9.js","-1","22302","22302","ss.bdimg.com:80","application/x-javascript","Medium","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","22302","1000017398.51","0","100","0","-1","","-1","http://www.baidu.com/","-1","229","/static/superman/js/min_super-1e10713ec9.js","-1","53232","GET","-1","-1","","200","-1","gzip","","","3656","2892","3243","3243","3656","413","2892","3656","764","19","20","1","0","7","1","",
"110.242.69.147","296","358","396","","1000017398.52","","","max-age=2592000","0","211011_ZY_37","-1","LOW","","","-1","395","100","-1","-1","2592000","4475","3082","80","http/1.1","100","3","http://ss.bdimg.com/static/superman/js/components/hotsearch-264e1006c0.js","-1","2031","2031","ss.bdimg.com:80","application/x-javascript","Medium","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","2031","1000017398.52","0","100","0","-1","","-1","http://www.baidu.com/","-1","231","/static/superman/js/components/hotsearch-264e1006c0.js","-1","53236","GET","-1","-1","","200","-1","gzip","","","3478","3082","3477","3477","3478","1","3082","3478","396","20","21","1","0","4","","",
"110.242.69.147","71","393","357","","1000017398.18","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","3869","","-1","357","100","-1","100","2592000","3869","3180","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/topnav/jingyan@2x-e53eac48cb.png","-1","3869","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","4174","1000017398.18","","100","0","-1","","-1","http://www.baidu.com/","-1","228","/static/superman/img/topnav/jingyan@2x-e53eac48cb.png","-1","53230","GET","-1","-1","","200","-1","","","","3537","3180","3537","3537","3537","0","3180","3537","357","21","22","1","0","","","",
"110.242.69.147","71","392","350","","1000017398.19","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","3695","","-1","349","100","-1","100","2592000","3695","3206","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/topnav/yinyue@2x-c18adacacb.png","-1","3695","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:42 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","4000","1000017398.19","","100","0","-1","","-1","http://www.baidu.com/","-1","227","/static/superman/img/topnav/yinyue@2x-c18adacacb.png","-1","53228","GET","-1","-1","","200","-1","","","","3556","3206","3555","3555","3556","1","3206","3556","350","22","23","1","0","","","",
"182.140.225.38","297","539","425","","1000017398.53","","","max-age=3600","0","211011_ZY_37","2963","LOWEST","","","-1","423","0","2963","-1","-44725","57627","3448","80","http/1.1","100","3","http://hectorstatic.baidu.com/cd37ed75a9387c5b.js","-1","14819","14819","hectorstatic.baidu.com:80","text/javascript","Low","","Mon, 11 Oct 2021 06:58:18 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","hectorstatic.baidu.com","15313","1000017398.53","0","100","0","2378","","-1","http://www.baidu.com/","485","250","/cd37ed75a9387c5b.js","-1","53358","GET","585","3448","","200","-1","gzip","","","3873","3448","3871","3871","3873","2","2378","3873","1495","23","24","1","0","25","","",
"110.242.69.147","80","392","322","","1000017398.40","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","1265","","-1","322","100","-1","100","2592000","1265","3479","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/qrcode/qrcode@2x-daf987ad02.png","-1","1265","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:43 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","1570","1000017398.40","","100","0","-1","","-1","http://www.baidu.com/","-1","231","/static/superman/img/qrcode/qrcode@2x-daf987ad02.png","-1","53236","GET","-1","-1","","200","-1","","","","3801","3479","3801","3801","3801","0","3479","3801","322","24","25","1","0","","","",
"110.242.69.147","80","398","301","","1000017398.41","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","1285","","-1","300","100","-1","100","2592000","1285","3537","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/qrcode/qrcode-hover@2x-f9b106a848.png","-1","1285","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:43 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","1590","1000017398.41","","100","0","-1","","-1","http://www.baidu.com/","-1","228","/static/superman/img/qrcode/qrcode-hover@2x-f9b106a848.png","-1","53230","GET","-1","-1","","200","-1","","","","3838","3537","3837","3837","3838","1","3537","3838","301","25","26","1","0","","","",
"103.235.47.69","254","358","405","","1000017398.57","","","max-age=315360000","0","211011_ZY_37","-1","LOWEST","","","-1","404","100","-1","-1","269533784","3421","3816","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/plugins/every_cookie_4644b13.js","-1","1339","1339","s1.bdstatic.com:80","application/javascript","Low","95","Sat, 27 Apr 2030 09:53:27 GMT","-1","-1","script","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","1829","1000017398.57","0","100","0","-1","","-1","http://ss.bdimg.com/static/superman/js/lib/jquery-1-edb203c114.10.2.js","-1","219","/r/www/cache/static/plugins/every_cookie_4644b13.js","-1","48376","GET","-1","-1","","200","-1","gzip","","","4221","3816","4220","4220","4221","1","3816","4221","405","26","27","1","0","3","0","send",
"103.235.47.69","32","354","419","","1000017398.58","","","max-age=315360000","0","211011_ZY_37","-1","LOWEST","","","-1","383","100","-1","-1","295358904","92487","4137","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/plugins/bzPopper_7bc4f0e.js","-1","32738","32738","s1.bdstatic.com:80","application/javascript","Low","70","Thu, 20 Feb 2031 07:32:07 GMT","-1","-1","script","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","33231","1000017398.58","0","100","0","-1","","-1","http://ss.bdimg.com/static/superman/js/lib/esl-d776bfb1aa.js","-1","218","/r/www/cache/static/plugins/bzPopper_7bc4f0e.js","-1","48374","GET","-1","-1","","200","-1","gzip","","","4556","4137","4520","4520","4556","36","4137","4556","419","27","28","1","0","0","","createScript",
"103.235.47.69","254","363","359","","1000017398.59","","","max-age=315360000","0","211011_ZY_37","-1","LOWEST","","","-1","355","100","2567","-1","315051377","22187","4141","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/home/js/nu_instant_search_4ebcb4a.js","-1","6192","6192","s1.bdstatic.com:80","application/javascript","Low","95","Mon, 06 Oct 2031 05:40:00 GMT","-1","-1","script","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","6681","1000017398.59","0","100","0","-1","","-1","http://ss.bdimg.com/static/superman/js/lib/jquery-1-edb203c114.10.2.js","340","233","/r/www/cache/static/home/js/nu_instant_search_4ebcb4a.js","-1","48390","GET","-1","2907","","200","-1","gzip","","","4500","4141","4496","4496","4500","4","2567","4500","699","28","29","1","0","4","","send",
"103.235.47.69","32","355","379","","1000017398.60","","","max-age=315360000","0","211011_ZY_37","-1","LOWEST","","","-1","377","100","-1","-1","269540058","9216","4221","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/plugins/swfobject_0178953.js","-1","3831","3831","s1.bdstatic.com:80","application/javascript","Low","70","Sat, 27 Apr 2030 11:38:01 GMT","-1","-1","script","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","4322","1000017398.60","0","100","0","-1","","-1","http://ss.bdimg.com/static/superman/js/lib/esl-d776bfb1aa.js","-1","219","/r/www/cache/static/plugins/swfobject_0178953.js","-1","48376","GET","-1","-1","","200","-1","gzip","","","4600","4221","4598","4598","4600","2","4221","4600","379","29","30","1","0","2","","createScript",
"110.242.69.147","0","381","587","","1000017398.6","","","","0","211011_ZY_37","-1","HIGHEST","","","-1","262","0","4190","-1","0","16792","4413","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/font/iconfont-b624973685.woff2","-1","16792","","pm/ss.bdimg.com:80","application/octet-stream","VeryHigh","35953","","-1","-1","script","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","17074","1000017398.6","","100","0","-1","","-1","http://hectorstatic.baidu.com/cd37ed75a9387c5b.js","223","336","/static/superman/font/iconfont-b624973685.woff2","-1","53250","GET","-1","4413","","200","-1","","","","5000","4413","4675","4675","5000","325","4190","5000","810","30","31","1","0","","","f11",
"103.235.47.69","32","349","372","","1000017398.61","","","max-age=315360000","0","211011_ZY_37","-1","LOWEST","","","-1","364","100","4144","-1","310659456","15393","4488","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/soutu/js/tu_3092880.js","-1","6078","6078","s1.bdstatic.com:80","application/javascript","Low","70","Sat, 16 Aug 2031 09:41:20 GMT","-1","-1","script","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","6568","1000017398.61","0","100","0","-1","","-1","http://ss.bdimg.com/static/superman/js/lib/esl-d776bfb1aa.js","344","297","/r/www/cache/static/soutu/js/tu_3092880.js","-1","48396","GET","-1","4488","","200","-1","gzip","","","4860","4488","4852","4852","4860","8","4144","4860","716","31","32","1","0","4","","createScript",
"103.235.47.69","32","367","382","","1000017398.62","","","max-age=315360000","0","211011_ZY_37","-1","LOWEST","","","-1","371","100","-1","-1","310659506","38588","4500","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/amd_modules/@baidu/search-sug_0e5f77b.js","-1","11909","11909","s1.bdstatic.com:80","application/javascript","Low","70","Sat, 16 Aug 2031 09:42:10 GMT","-1","-1","script","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","12400","1000017398.62","0","100","0","-1","","-1","http://ss.bdimg.com/static/superman/js/lib/esl-d776bfb1aa.js","-1","233","/r/www/cache/static/amd_modules/@baidu/search-sug_0e5f77b.js","-1","48390","GET","-1","-1","","200","-1","gzip","","","4882","4500","4871","4871","4882","11","4500","4882","382","32","33","1","0","0","1","createScript",
"182.61.200.83","287","914","281","","1000017398.66","","","no-cache","-1","211011_ZY_37","4561","LOWEST","","","-1","281","-1","4561","-1","","","4849","80","http/1.1","-1","3","http://dj1.baidu.com/v.gif?logactid=1234567890&showTab=10000&opType=showpv&mod=superman%3Alib&submod=index&superver=supernewplus&glogid=2430345455&type=2011&pid=315&isLogin=0&version=PCHome&terminal=PC&qid=2430345598&sid=34644_34439_34067_34656_34712_34584_34504_34107_34813_26350_34416_34473_34691_34681&super_frm=&from_login=&from_reg=&query=&curcard=2&curcardtab=&_r=0.8269262232973125","-1","0","","dj1.baidu.com:80","image/gif","Low","","","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","dj1.baidu.com","349","1000017398.66","","100","0","4178","","-1","http://www.baidu.com/","288","341","/v.gif?logactid=1234567890&showTab=10000&opType=showpv&mod=superman%3Alib&submod=index&superver=supernewplus&glogid=2430345455&type=2011&pid=315&isLogin=0&version=PCHome&terminal=PC&qid=2430345598&sid=34644_34439_34067_34656_34712_34584_34504_34107_34813_26350_34416_34473_34691_34681&super_frm=&from_login=&from_reg=&query=&curcard=2&curcardtab=&_r=0.8269262232973125","-1","47462","GET","383","4849","","200","-1","","","","5130","4849","5130","5130","5130","0","4178","5130","952","33","34","1","0","","","",
"103.235.47.69","180","374","350","","1000017398.70","","","max-age=315360000","0","211011_ZY_37","-1","HIGHEST","","","-1","347","100","-1","-1","310659240","13515","4865","80","http/1.1","100","3","http://s1.bdstatic.com/r/www/cache/static/soutu/css/soutu_new2_b3a7e98.css","-1","2681","2681","s1.bdstatic.com:80","text/css","VeryHigh","155","Sat, 16 Aug 2031 09:37:44 GMT","-1","-1","script","01A18D4EBB50B8FD0652F2375E29C677","s1.bdstatic.com","3157","1000017398.70","0","100","0","-1","","-1","http://ss.bdimg.com/static/superman/js/lib/jquery-1-edb203c114.10.2.js","-1","297","/r/www/cache/static/soutu/css/soutu_new2_b3a7e98.css","-1","48396","GET","-1","-1","","200","-1","gzip","","","5215","4865","5212","5212","5215","3","4865","5215","350","34","35","1","0","","","",
"110.242.69.147","0","391","219","","1000017398.71","0","","max-age=2592000","0","211011_ZY_37","-1","LOWEST","2430","","-1","219","100","-1","100","2592000","2430","4868","80","http/1.1","-1","3","http://ss.bdimg.com/static/superman/img/searchbox/nicon-10750f3f7d.png","-1","2430","","ss.bdimg.com:80","image/png","Low","","Wed, 10 Nov 2021 19:23:44 GMT","-1","-1","parser","01A18D4EBB50B8FD0652F2375E29C677","ss.bdimg.com","2735","1000017398.71","","100","0","-1","","-1","http://www.baidu.com/","-1","228","/static/superman/img/searchbox/nicon-10750f3f7d.png","-1","53230","GET","-1","-1","","200","-1","","","","5087","4868","5087","5087","5087","0","4868","5087","219","35","36","1","0","","","",
