"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","initiator_function","score_progressive_jpeg","jpeg_scan_count",
"47.246.43.252","49","364","101","1000026275.9","","","max-age=2592000,s-maxage=86400","0","211011_MH_3A","-1","MEDIUM","","","-1","101","100","-1","-1","2544681","3246","","HTTP/2","100","3","https://g.alicdn.com/tmg-fe/tmg-seo-performance-log/1.0.2/index.js","-1","1644","1644","","application/javascript","High","","","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","g.alicdn.com","1975","1000026275.9","0","100","1","-1","","-1","https://world.taobao.com/","-1","199","/tmg-fe/tmg-seo-performance-log/1.0.2/index.js","-1","","GET","-1","-1","","200","-1","gzip","","3347","3246","3347","3347","3347","0","3246","3347","101","10","11","1","0","7","","","","","4471","","9","1","","","",
"47.246.2.253","10","365","112","1000026275.4","","","max-age=63072000","0","211011_MH_3A","3204","HIGHEST","","","-1","112","100","3204","-1","51086987","3397","443","HTTP/2","100","3","https://at.alicdn.com/t/font_2438252_1tmea3b46sf.css","3396","6538","6538","ssl/at.alicdn.com:443","text/css","VeryHigh","","","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","at.alicdn.com","7078","1000026275.4","0","100","1","2867","","-1","https://world.taobao.com/","91","206","/t/font_2438252_1tmea3b46sf.css","3295","44712","GET","337","3295","","200","101","gzip","","3509","3397","3509","3509","3509","0","2867","3509","641","11","12","1","0","1","256","True","0","","9676","","","","","","",
"47.246.43.252","146","425","341","1000026275.12","","","max-age=2592000,s-maxage=86400","0","211011_MH_3A","-1","MEDIUM","","","-1","52","100","3160","-1","2518231","3428","443","HTTP/2","100","3","https://g.alicdn.com/code/npm/@ali/pegasus-project-oversea-pc-main/1.0.22/pages/home/index.js","3428","71337","71337","pm/ssl/g.alicdn.com:443","application/javascript","High","","","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","g.alicdn.com","71978","1000026275.12","0","100","1","-1","","-1","https://world.taobao.com/","44","205","/code/npm/@ali/pegasus-project-oversea-pc-main/1.0.22/pages/home/index.js","3204","34570","GET","-1","3204","","200","224","gzip","","3769","3428","3480","3480","3769","289","3160","3769","609","12","13","1","0","1","220","True","0","","247433","","64","122","","","",
"47.246.43.252","0","344","190","1000026275.23","","","max-age=2592000,s-maxage=86400","0","211011_MH_3A","-1","LOWEST","","","-1","71","100","-1","-1","2550359","3529","","HTTP/2","100","3","https://g.alicdn.com/AWSC/WebUMID/1.88.4/um.js","-1","73614","73614","","application/javascript","Low","7330","","-1","-1","script","270D3504D4D016E74DE86C68396D779F","g.alicdn.com","74037","1000026275.23","0","100","1","-1","","-1","https://g.alicdn.com/AWSC/AWSC/awsc.js","-1","199","/AWSC/WebUMID/1.88.4/um.js","-1","","GET","-1","-1","","200","-1","gzip","","3719","3529","3600","3600","3719","119","3529","3719","190","13","14","1","0","15","147","True","0","","191135","","33","76","i","","",
"47.246.43.252","0","346","401","1000026275.24","","","max-age=2592000,s-maxage=86400","0","211011_MH_3A","-1","LOWEST","","","-1","265","100","-1","-1","2545248","3529","","HTTP/2","100","3","https://g.alicdn.com/AWSC/uab/1.140.0/collina.js","-1","105494","105494","","application/javascript","Low","7330","","-1","-1","script","270D3504D4D016E74DE86C68396D779F","g.alicdn.com","105923","1000026275.24","0","100","1","-1","","-1","https://g.alicdn.com/AWSC/AWSC/awsc.js","-1","199","/AWSC/uab/1.140.0/collina.js","-1","","GET","-1","-1","","200","-1","gzip","","3930","3529","3794","3794","3930","136","3529","3930","401","14","15","1","0","17","147","True","15","","248730","","87","2","i","","",
"47.246.43.252","51","342","401","1000026275.32","","","max-age=3600,s-maxage=1800","0","211011_MH_3A","-1","LOWEST","","","-1","401","0","-1","-1","2947","3553","","HTTP/2","100","3","https://g.alicdn.com/alilog/mlog/aplus_v2.js","-1","5831","5831","","application/javascript","Low","202","","-1","-1","script","270D3504D4D016E74DE86C68396D779F","g.alicdn.com","6171","1000026275.32","0","100","1","-1","","-1","https://world.taobao.com/","-1","199","/alilog/mlog/aplus_v2.js","-1","","GET","-1","-1","","200","-1","gzip","","3954","3553","3954","3954","3954","0","3553","3954","401","15","16","1","0","19","147","True","17","","15247","","11","","","","",
"47.246.43.252","0","349","363","1000026275.34","","","max-age=2592000,s-maxage=3600","0","211011_MH_3A","-1","LOWEST","","","-1","362","100","-1","-1","2591771","3596","","HTTP/2","100","3","https://g.alicdn.com/aliww/ww-light-taobao/index.js","-1","10718","10718","","application/javascript","Low","35552","","-1","-1","script","270D3504D4D016E74DE86C68396D779F","g.alicdn.com","11125","1000026275.34","0","100","1","-1","","-1","https://g.alicdn.com/tbhome/tb-gnav/1.0.5/index.js","-1","199","/aliww/ww-light-taobao/index.js","-1","","GET","-1","-1","","200","-1","gzip","","3959","3596","3958","3958","3959","1","3596","3959","363","16","17","1","0","21","147","True","19","","31442","","4","","Ye","","",
"172.217.23.232","147","354","282","1000026275.13","","","private, max-age=900","100","211011_MH_3A","3576","LOWEST","","","-1","64","0","3576","-1","900","3971","443","HTTP/2","100","3","https://www.googletagmanager.com/gtag/js?id=G-YFVFB9JLVB","3971","50882","50882","ssl/www.googletagmanager.com:443","application/javascript","Low","","Mon, 11 Oct 2021 19:28:50 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","www.googletagmanager.com","51371","1000026275.13","0","100","1","3510","","-1","https://world.taobao.com/","194","257","/gtag/js?id=G-YFVFB9JLVB","3770","43822","GET","66","3770","","200","201","br","Google","4253","3971","4035","4035","4253","218","3510","4253","743","17","18","1","0","1","147","True","0","","130659","","6","13","","","",
"47.246.2.253","0","410","101","1000026275.20","","","max-age=31557600","0","211011_MH_3A","-1","HIGHEST","","","-1","95","100","3598","-1","21931875","3975","443","HTTP/2","-1","3","https://at.alicdn.com/t/font_1404888168_2057645.woff","3975","5556","","pm/ssl/at.alicdn.com:443","application/octet-stream","VeryHigh","25167","","-1","-1","script","270D3504D4D016E74DE86C68396D779F","at.alicdn.com","6136","1000026275.20","","100","1","-1","","-1","https://g.alicdn.com/tb/tracker/index.js","181","270","/t/font_1404888168_2057645.woff","3779","44716","GET","-1","3779","","200","196","","","4076","3975","4070","4070","4076","6","3598","4076","478","18","19","1","0","1","256","True","0","","5556","","","","","","",
"104.16.122.175","0","326","70","1000026275.27","","","public, s-maxage=600, max-age=60","-1","211011_MH_3A","3765","LOWEST","","","-1","70","-1","3766","-1","","4018","443","HTTP/2","-1","3","https://unpkg.com/web-vitals","4017","0","","ssl/unpkg.com:443","text/plain","Low","1153","","-1","-1","script","270D3504D4D016E74DE86C68396D779F","unpkg.com","0","1000026275.27","","-1","1","3551","","-1","https://g.alicdn.com/tmg-fe/tmg-seo-performance-log/1.0.2/index.js","194","293","/web-vitals","3960","54520","GET","214","3960","","302","57","","","4088","4018","4088","4088","4088","0","3551","4088","535","19","20","1","0","1","147","True","0","","","","","","i","","",
"47.246.48.233","0","391","62","1000026275.36","","","max-age=0, s-maxage=137","-1","211011_MH_3A","-1","LOWEST","","","-1","58","-1","-1","-1","","4020","","HTTP/2","100","3","https://fragment.tmall.com/tbhome/footer_data?wh_biz=tm&wh_callback=true&callback=footer_data","-1","3611","3611","","text/javascript","Low","1553","","-1","-1","script","270D3504D4D016E74DE86C68396D779F","fragment.tmall.com","3611","1000026275.36","0","100","1","-1","","-1","https://g.alicdn.com/tbhome/tb-gnav/1.0.5/index.js","-1","124","/tbhome/footer_data?wh_biz=tm&wh_callback=true&callback=footer_data","-1","","GET","-1","-1","","200","-1","gzip","","4082","4020","4078","4078","4082","4","4020","4082","62","20","21","1","0","5","","","","","7604","","20","","e.exports","","",
"47.246.43.252","0","560","136","1000026275.50","","","max-age=2592000,s-maxage=86400","0","211011_MH_3A","-1","MEDIUM","","","-1","90","100","-1","-1","2512486","4042","","HTTP/2","100","3","https://g.alicdn.com/alilog/??s/8.15.14/plugin/aplus_client.js,aplus_cplugin/0.7.11/toolkit.js,aplus_cplugin/0.7.11/monitor.js,s/8.15.14/plugin/aplus_ws.js,s/8.15.14/aplus_std.js,s/8.15.14/plugin/aplus_spmact.js?v=20210914193328","-1","50436","50436","","application/javascript","High","6696","","-1","-1","script","270D3504D4D016E74DE86C68396D779F","g.alicdn.com","50813","1000026275.50","0","100","1","-1","","-1","https://g.alicdn.com/alilog/mlog/aplus_v2.js","-1","205","/alilog/??s/8.15.14/plugin/aplus_client.js,aplus_cplugin/0.7.11/toolkit.js,aplus_cplugin/0.7.11/monitor.js,s/8.15.14/plugin/aplus_ws.js,s/8.15.14/aplus_std.js,s/8.15.14/plugin/aplus_spmact.js?v=20210914193328","-1","","GET","-1","-1","","200","-1","gzip","","4178","4042","4132","4132","4178","46","4042","4178","136","21","22","1","0","3","220","True","0","","141796","","","","i","","",
"104.16.122.175","0","332","124","1000026275.27-1","","","public, max-age=31536000","-1","211011_MH_3A","-1","Low","","","-1","124","-1","-1","-1","","4108","","HTTP/2","-1","3","https://unpkg.com/web-vitals@2.1.1","-1","0","","","text/plain","Low","","","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","unpkg.com","0","1000026275.27","","-1","1","-1","","-1","https://world.taobao.com/","-1","293","/web-vitals@2.1.1","-1","","GET","-1","-1","","302","-1","","","4232","4108","4232","4232","4232","0","4108","4232","124","22","23","1","0","","","","","","","","","","","","",
"104.16.122.175","0","355","56","1000026275.27-2","","","public, max-age=31536000","100","211011_MH_3A","-1","Low","","","-1","55","100","-1","-1","31121996","4234","","HTTP/2","100","3","https://unpkg.com/web-vitals@2.1.1/dist/web-vitals.umd.js","-1","1981","1981","","application/javascript","Low","","","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","unpkg.com","1981","1000026275.27","0","100","1","-1","","-1","https://world.taobao.com/","-1","293","/web-vitals@2.1.1/dist/web-vitals.umd.js","-1","","GET","-1","-1","","200","-1","br","Cloudflare","4290","4234","4289","4289","4290","1","4234","4290","56","23","24","1","0","5","147","True","0","","4561","","1","0","","","",
"205.204.101.182","12","424","207","1000026275.28","0","","no-cache","-1","211011_MH_3A","3736","IDLE","43","","-1","207","-1","3736","100","","4241","443","HTTP/2","-1","3","https://gm.mmstat.com/arms.1.1","4241","43","","ssl/gm.mmstat.com:443","image/gif","VeryLow","17657","Thu, 01 Jan 1970 00:00:01 GMT","-1","-1","script","270D3504D4D016E74DE86C68396D779F","gm.mmstat.com","276","1000026275.28","","100","1","3551","","-1","https://g.alicdn.com/trace/trace/??sdk.js,resourceError-plugin.js,perf-plugin.js,pv-plugin.js","239","280","/arms.1.1","3975","44592","POST","185","3975","","200","266","","","4448","4241","4448","4448","4448","0","3551","4448","897","24","25","1","0","1","110","True","0","","43","","","","a.function.a.request.n.useSendBeacon.object.function.navigator.sendBeacon.u.send","","",
"205.204.101.182","12","424","215","1000026275.29","0","","no-cache","-1","211011_MH_3A","-1","IDLE","43","","-1","215","-1","-1","100","","4241","","HTTP/2","-1","3","https://gm.mmstat.com/arms.1.1","-1","43","","","image/gif","VeryLow","17657","Thu, 01 Jan 1970 00:00:01 GMT","-1","-1","script","270D3504D4D016E74DE86C68396D779F","gm.mmstat.com","107","1000026275.29","","100","1","-1","","-1","https://g.alicdn.com/trace/trace/??sdk.js,resourceError-plugin.js,perf-plugin.js,pv-plugin.js","-1","280","/arms.1.1","-1","","POST","-1","-1","","200","-1","","","4456","4241","4456","4456","4456","0","4241","4456","215","25","26","1","0","3","","","","","43","","","","a.function.a.request.n.useSendBeacon.object.function.navigator.sendBeacon.u.send","","",
"172.217.23.232","36","373","130","1000026275.62","","","private, max-age=900","100","211011_MH_3A","-1","LOWEST","","","-1","57","0","-1","-1","900","4273","","HTTP/2","100","3","https://www.googletagmanager.com/gtag/js?id=UA-202630127-1&l=dataLayer&cx=c","-1","39166","39166","","application/javascript","Low","1978","Mon, 11 Oct 2021 19:28:50 GMT","-1","-1","script","270D3504D4D016E74DE86C68396D779F","www.googletagmanager.com","39280","1000026275.62","0","100","1","-1","","-1","https://www.googletagmanager.com/gtag/js?id=G-YFVFB9JLVB","-1","257","/gtag/js?id=UA-202630127-1&l=dataLayer&cx=c","-1","","GET","-1","-1","","200","-1","br","Google","4403","4273","4330","4330","4403","73","4273","4403","130","26","27","1","0","3","147","True","0","","99249","","20","0","xb","","",
"47.246.49.252","146","431","140","1000026275.43","0","","max-age=31536000","0","211011_MH_3A","-1","MEDIUM","872","","-1","140","100","-1","100","19741929","4473","","HTTP/2","-1","3","https://gw.alicdn.com/imgextra/i2/O1CN01JeL5bC1EQy75kQ7Ec_!!6000000000347-2-tps-578-189.png_.webp","-1","872","","","image/webp","Low","","Sat, 28 May 2022 07:20:59 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","gw.alicdn.com","1090","1000026275.43","","100","1","-1","","-1","https://world.taobao.com/","-1","428","/imgextra/i2/O1CN01JeL5bC1EQy75kQ7Ec_!!6000000000347-2-tps-578-189.png_.webp","-1","","GET","-1","-1","","200","-1","","","4613","4473","4613","4613","4613","0","4473","4613","140","27","28","1","0","7","","","","","872","","","","","","",
"47.246.49.252","146","429","140","1000026275.44","0","","max-age=31536000","0","211011_MH_3A","-1","MEDIUM","1846","","-1","139","100","-1","100","19741929","4473","","HTTP/2","-1","3","https://gw.alicdn.com/imgextra/i3/O1CN01l4zPlC1Od0gRmPpG3_!!6000000001727-2-tps-48-48.png_.webp","-1","1846","","","image/webp","Low","","Sat, 28 May 2022 07:20:59 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","gw.alicdn.com","2099","1000026275.44","","100","1","-1","","-1","https://world.taobao.com/","-1","428","/imgextra/i3/O1CN01l4zPlC1Od0gRmPpG3_!!6000000001727-2-tps-48-48.png_.webp","-1","","GET","-1","-1","","200","-1","","","4613","4473","4612","4612","4613","1","4473","4613","140","28","29","1","0","5","","","","","1846","","","","","","",
"47.246.49.252","146","431","252","1000026275.45","0","","max-age=31536000","0","211011_MH_3A","-1","LOWEST","1190","","-1","242","100","-1","100","19741929","4473","","HTTP/2","-1","3","https://gw.alicdn.com/imgextra/i3/O1CN01NTKyYV1jKmrAvzkwU_!!6000000004530-2-tps-270-300.png_.webp","-1","1190","","","image/webp","Low","","Sat, 28 May 2022 07:20:59 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","gw.alicdn.com","1450","1000026275.45","","100","1","-1","","-1","https://world.taobao.com/","-1","428","/imgextra/i3/O1CN01NTKyYV1jKmrAvzkwU_!!6000000004530-2-tps-270-300.png_.webp","-1","","GET","-1","-1","","200","-1","","","4725","4473","4715","4715","4725","10","4473","4725","252","29","30","1","0","13","","","","","1190","","","","","","",
"47.246.49.252","146","432","254","1000026275.46","0","","max-age=31536000","0","211011_MH_3A","-1","LOWEST","3482","","-1","253","100","-1","100","19741929","4473","","HTTP/2","-1","3","https://gw.alicdn.com/imgextra/i3/O1CN01hu8EU81cGTp6ZDgnH_!!6000000003573-2-tps-1150-362.png_.webp","-1","3482","","","image/webp","Low","","Sat, 28 May 2022 07:20:59 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","gw.alicdn.com","3707","1000026275.46","","100","1","-1","","-1","https://world.taobao.com/","-1","428","/imgextra/i3/O1CN01hu8EU81cGTp6ZDgnH_!!6000000003573-2-tps-1150-362.png_.webp","-1","","GET","-1","-1","","200","-1","","","4727","4473","4726","4726","4727","1","4473","4727","254","30","31","1","0","15","","","","","3482","","","","","","",
"47.246.49.252","146","425","94","1000026275.40","0","","max-age=31536000","0","211011_MH_3A","4342","MEDIUM","8853","","-1","93","100","4342","100","19741929","4473","443","HTTP/2","-1","3","https://gw.alicdn.com/imgextra/i1/O1CN01LfyvED1TpRW5ppmks_!!6000000002431-2-tps-214-134.png","4472","8853","","ssl/gw.alicdn.com:443","image/png","Low","","Sat, 28 May 2022 07:20:59 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","gw.alicdn.com","9295","1000026275.40","","100","1","3836","","-1","https://world.taobao.com/","62","428","/imgextra/i1/O1CN01LfyvED1TpRW5ppmks_!!6000000002431-2-tps-214-134.png","4404","60434","GET","506","4404","","200","68","","","4567","4473","4566","4566","4567","1","3836","4567","730","31","32","1","0","1","220","True","0","","8853","","","","","","",
"47.246.49.252","146","423","238","1000026275.41","0","","max-age=31536000","0","211011_MH_3A","-1","LOWEST","2177","","-1","237","100","-1","100","19741929","4473","","HTTP/2","-1","3","https://gw.alicdn.com/imgextra/i4/O1CN015N8fhK1ZmakOXoCdV_!!6000000003237-2-tps-72-74.png","-1","2177","","","image/png","Low","","Sat, 28 May 2022 07:20:59 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","gw.alicdn.com","2428","1000026275.41","","100","1","-1","","-1","https://world.taobao.com/","-1","428","/imgextra/i4/O1CN015N8fhK1ZmakOXoCdV_!!6000000003237-2-tps-72-74.png","-1","","GET","-1","-1","","200","-1","","","4711","4473","4710","4710","4711","1","4473","4711","238","32","33","1","0","11","","","","","2177","","","","","","",
"47.246.49.252","146","431","133","1000026275.42","0","","max-age=31536000","0","211011_MH_3A","-1","MEDIUM","1520","","-1","132","100","-1","100","19741929","4473","","HTTP/2","-1","3","https://gw.alicdn.com/imgextra/i2/O1CN012eOXzy1FteXGB5B4o_!!6000000000545-2-tps-222-522.png_.webp","-1","1520","","","image/webp","Low","","Sat, 28 May 2022 07:20:59 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","gw.alicdn.com","1780","1000026275.42","","100","1","-1","","-1","https://world.taobao.com/","-1","428","/imgextra/i2/O1CN012eOXzy1FteXGB5B4o_!!6000000000545-2-tps-222-522.png_.webp","-1","","GET","-1","-1","","200","-1","","","4606","4473","4605","4605","4606","1","4473","4606","133","33","34","1","0","3","","","","","1520","","","","","","",
"47.246.49.252","146","433","237","1000026275.39","0","","max-age=31536000","0","211011_MH_3A","-1","MEDIUM","49146","","-1","173","100","-1","100","19741930","4473","","HTTP/2","-1","3","https://gw.alicdn.com/imgextra/i4/O1CN01pF6oIt1hGXxYvrvlT_!!6000000004250-2-tps-1920-3000.png_.webp","-1","49146","","","image/webp","Low","","Sat, 28 May 2022 07:21:00 GMT","-1","-1","parser","270D3504D4D016E74DE86C68396D779F","gw.alicdn.com","49507","1000026275.39","","100","1","-1","","-1","https://world.taobao.com/","-1","428","/imgextra/i4/O1CN01pF6oIt1hGXxYvrvlT_!!6000000004250-2-tps-1920-3000.png_.webp","-1","","GET","-1","-1","","200","-1","","","4710","4473","4646","4646","4710","64","4473","4710","237","34","35","1","0","9","","","","","49146","","","","","","",
"47.246.49.252","12","494","202","1000026275.38","0","","max-age=31536000","0","211011_MH_3A","4404","MEDIUM","1165","","-1","201","100","4404","100","19741860","4528","443","HTTP/2","-1","3","https://img.alicdn.com/imgextra/i2/O1CN010kE2D31c5wiINZxOj_!!6000000003550-2-tps-100-21.png","4528","1165","","ssl/img.alicdn.com:443","image/png","Low","77487","Sat, 28 May 2022 07:19:51 GMT","-1","-1","script","270D3504D4D016E74DE86C68396D779F","img.alicdn.com","1529","1000026275.38","","100","1","3813","","-1","https://g.alicdn.com/code/npm/@ali/pegasus-project-oversea-pc-main/1.0.22/pages/home/index.js","56","436","/imgextra/i2/O1CN010kE2D31c5wiINZxOj_!!6000000003550-2-tps-100-21.png","4460","60448","GET","591","4460","","200","68","","","4730","4528","4729","4729","4730","1","3813","4730","917","35","36","1","0","17","","","","","1165","","","","css","","",
